"gene_accession_id","analysis_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","parameter_name","pvalue"
"109242","6s08702489z2m8r","Spin1","C57BL","E9.5","IMPC_GPO_003_001","placenta vasculature","0.3166281"
"96136","6s16020n9i8hrwa","Hmgn2","C57BL","","IMPC_ACS_006_001","response amplitude - s","0.1023955"
"1930618","6s255l41o4165fz","Krit1","C57BL","Early adult","IMPC_GRS_010_001","forelimb grip strength normalised against body weight","0.0000004199246"
"1924285","6s3ng36v1g6je1f","Kdm8","C57BL","Early adult","IMPC_CBC_028_001","creatine kinase","0.8366172"
"1917315","6s3sa757skj412z","Ankrd60","C57BL","Early adult","IMPC_CSD_080_001","head bobbing","0.2913197"
"97361","6s3u4d9nd461q6p","Nos2","C57BL","Early adult","IMPC_OFD_010_001","periphery distance travelled","0.1676772"
"1920500","6s41bi6q42k082e","Ceacam5","C57BL","Early adult","IMPC_CBC_058_001","cholesterol ratio","0.3692821"
"1917377","6s4l43e9g85p536","Dpf3","C57BL","Early adult","IMPC_GEP_018_002","facial cleft","0.4741498"
"1913367","6s4n30bsa8kucaq","Fmc1","C57BL","Early adult","UCD_OWT_003_001","spleen weight","0.3451377"
"1933946","6s5278kcfk4qj0h","Ptov1","C57BL","Early adult","IMPC_DXA_005_001","bone mineral content (excluding skull)","0.0714244"
"1929865","6s82p8dqdj4bo45","Nampt","C57BL","Early adult","IMPC_GPO_002_001","placenta morphology","0.7171671"
"1100867","6s84m17qq623209","Asic2","C57BL","Early adult","IMPC_EYE_069_001","left inner nuclear layer","0.5132492"
"1313312","6s8a83feo7t2w50","Khdrbs3","C57BL","Early adult","IMPC_IPG_012_001","area under glucose response curve","0.6406756"
"1100848","6s98499w9qkr623","Kpna4","C57BL","Early adult","IMPC_CSD_037_001","unexpected behaviors","0.686339"
"1298386","6s9x1t679a789i8","Tpd52l1","C57BL","Early adult","IMPC_ACS_006_001","response amplitude - s","0.6611029"
"2138584","6sbc49pw9499t39","Gigyf2","C57BL","Early adult","IMPC_GEL_063_001","delayed embryonic development","0.4840051"
"96136","6sc17255e2z3r82","Hmgn2","C57BL","E12.5","ESLIM_011_001_705","global prepulse inhibition","0.6316408"
"1927594","6sddrr44pose7u2","Itm2c","C57BL","Early adult","ESLIM_005_001_004","bone mineral density (excluding skull)","0.9274019"
"98386","6sdmyv343hg43b8","Sptan1","C57BL","E9.5","IMPC_DXA_008_001","lean/body weight","0.7449098"
"99510","6se4oe1yn719qys","Tmsb4x","C57BL","Early adult","IMPC_HEM_037_001","basophil cell count","0.9283956"
"95707","6sh4bd54ibw9qz8","Gh","C57BL","Early adult","CCP_XRY_011_001","fusion of ribs","0.105342"
"1336213","6sj6z731vchn9ea","Mybpc1","C57BL","Early adult","IMPC_CSD_030_001","tremor","0.05557221"
"104709","6so1zz8494dq30j","Wbp2","C57BL","Early adult","IMPC_ABR_002_001","click-evoked abr threshold","0.9982332"
"1933946","6so8n27pl73v29s","Ptov1","C57BL","Early adult","ESLIM_019_001_007","ige","0.5965523"
"94903","6sp76fm8f493tiv","Dlx3","C57BL","Early adult","IMPC_XRY_033_001","tibia length","0.6581896"
"2447762","6sqalnnvu94v261","Yeats2","C57BL","Middle aged adult","IMPC_XRY_033_001","tibia length","0.4826955"
"1923607","6sqj6y078k1h921","Trmt5","C57BL","Early adult","IMPC_CSD_061_001","skin color - tail","0.3874317"
"109167","6sr18w9l667s9xv","Fgf11","C57BL","Early adult","IMPC_DXA_004_001","bone mineral density (excluding skull)","0.3018693"
"104709","6sr8p98kwl33b31","Wbp2","C57BL","Early adult","IMPC_ABR_012_001","30khz-evoked abr threshold","0.1406085"
"1860083","6ss7ed62p2274m0","Cd320","C57BL","Early adult","CCP_IMM_032_002","effector cd8+ t cells - % of live leukocytes","0.180501"
"98386","6t0a32lpsh6pn1d","Sptan1","C57BL","E9.5","IMPC_LDT_007_001","percent time in dark","0.6744876"
"1913367","6t211q7fhfb3c26","Fmc1","C57BL","E18.5","M-G-P_008_001_013","startle response","0.8376555"
"1345633","6t2r9j91u16abff","Mars1","C57BL","E9.5","IMPC_XRY_033_001","tibia length","0.5656588"
"2447762","6t3ch84d4112b89","Yeats2","C57BL","Middle aged adult","IMPC_EYE_056_001","mean left eye lens density","0.4551083"
"2447762","6t49wdhqv3463z0","Yeats2","C57BL","Late adult","IMPC_CBC_004_001","urea (blood urea nitrogen - bun)","0.8437936"
"2444298","6t569238e9z6489","G2e3","C57BL","Early adult","IMPC_CBC_013_001","alanine aminotransferase","0.4005351"
"1913743","6t5yopzp03o6pc6","Mrpl51","C57BL","E9.5","IMPC_CBC_017_001","triglycerides","0.9766513"
"1915094","6t6950p7c869s3a","Rab32","C57BL","Early adult","IMPC_EYE_023_001","optic disc","0.6090436"
"1913743","6t767f59ox34693","Mrpl51","C57BL","E12.5","IMPC_GEO_011_001","blood vessel morphology","0.7022244"
"2448415","6t779d2y48epkq9","H2bc21","C57BL","Late adult","IMPC_HEM_030_001","neutrophil cell count","0.9411544"
"1933388","6t83x9fv782hk0l","Bicc1","C57BL","E15.5","IMPC_GEO_015_001","head shape","0.6109177"
"1924285","6t91b3p09nbffu1","Kdm8","C57BL","Early adult","IMPC_ECH_003_001","stroke volume","0.3970246"
"1915878","6t9613qy3k9qk1t","Fbxw9","C57BL","Early adult","IMPC_GEL_060_001","neural tube morphology","0.3949126"
"2137681","6t9y299725m02m0","Sfxn5","C57BL","Early adult","ESLIM_011_001_703","prepulse inhibition - pp3","0.6388125"
"1929865","6tbv56nzw85vfl4","Nampt","C57BL","E9.5","IMPC_OFD_018_001","latency to center entry","0.6746878"
"2685720","6te9e41nas01120","Acss3","C57BL","Early adult","CCP_IMM_032_002","effector cd8+ t cells - % of live leukocytes","0.00001542181"
"109242","6tfe1545crlp07t","Spin1","C57BL","E9.5","IMPC_EYE_055_001","max left eye lens density","0.6158563"
"1891361","6tgey61161qp528","Psg29","C57BL","Early adult","CCP_XRY_011_001","fusion of ribs","0.8546759"
"1913367","6tgz4nhws22m2jn","Fmc1","C57BL","E15.5","IMPC_GPO_003_001","placenta vasculature","0.7099042"
"1923607","6tha8w6k526xwo3","Trmt5","C57BL","Early adult","IMPC_OFD_009_001","whole arena average speed","0.8218077"
"106638","6tk4zphzz7w7a77","Pla2g2c","C57BL","Early adult","IMPC_OFD_022_001","percentage center time","0.9531675"
"94903","6tr5u95kdi822jy","Dlx3","C57BL","E9.5","MGP_IMM_100_001","resting nk cells - % of cd45+","0.6045242"
"2151153","6tt483m138zo5h9","Boc","C57BL","Early adult","IMPC_GRS_008_001","forelimb grip strength measurement mean","0.8719207"
"1858752","6tw61h9w65kqzhh","Rundc3a","C57BL","Early adult","IMPC_CBC_013_001","alanine aminotransferase","0.5729915"
"1914296","6twv8a0c3y1py51","Tbc1d7","C57BL","E18.5","IMPC_EYE_017_001","lens opacity","0.654881"
"95707","6u0jk0dz8fbigid","Gh","C57BL","Early adult","IMPC_HEM_029_001","neutrophil differential count","0.1734283"
"2158468","6u0o7151de0207p","Ms4a3","C57BL","Early adult","IMPC_HEM_036_001","eosinophil cell count","0.09363868"
"1313312","6u0wtj4dh5ah8g8","Khdrbs3","C57BL","Early adult","IMPC_EYE_023_001","optic disc","0.1796318"
"2151153","6u0yc127z686rpa","Boc","C57BL","Early adult","TCP_CHL_071_001","baseline inspiratory time","0.2399307"
"2444115","6u1c3j23402vo00","Hecw1","C57BL","Early adult","IMPC_OFD_009_001","whole arena average speed","0.5290632"
"1891361","6u2c0c4508uk26h","Psg29","C57BL","Early adult","IMPC_DXA_003_001","lean mass","0.5384113"
"1891214","6u2hv9q508965v6","Lhfpl1","C57BL","Early adult","IMPC_EYE_017_001","lens opacity","0.5683578"
"109242","6u2sjf5tj99f6e1","Spin1","C57BL","E12.5","IMPC_CBC_015_001","total cholesterol","0.1928569"
"99460","6u3077nawxc7i87","Notch3","C57BL","Early adult","IMPC_DXA_004_001","bone mineral density (excluding skull)","0.5693548"
"1930618","6u3d682l1d4f5b1","Krit1","C57BL","E12.5","ESLIM_011_001_010","pp4 + pulse startle magnitude","0.7195514"
"1915513","6u494ea19ux51kp","Pdhb","C57BL","E12.5","IMPC_HEM_037_001","basophil cell count","0.3296072"
"2681164","6u4rj2o89n9yvu5","Plekha8","C57BL","Early adult","ESLIM_008_001_013","startle response","0.6352918"
"109242","6u69533obf83e05","Spin1","C57BL","Early adult","ESLIM_019_001_007","ige","0.7219783"
"99779","6u6a122c745123u","Chrna7","C57BL","Early adult","IMPC_OFD_022_001","percentage center time","0.2416541"
"108424","6u6xd6g7hhcf77a","Irag2","C57BL","Early adult","JAX_OFD_007_001","whole arena resting time","0.4394797"
"1202715","6u7c7oxi30m4aur","Tcf21","C57BL","Early adult","IMPC_EYE_025_001","retinal blood vessels structure","0.3951257"
"1915513","6u7j3z650t6tt02","Pdhb","C57BL","Early adult","IMPC_HEM_004_001","hematocrit","0.107758"
"1336213","6u7pmc76uj46py1","Mybpc1","C57BL","Early adult","IMPC_OFD_050_001","percentage center movement time","0.5342148"
"1920500","6u7x3s87ogr9wd3","Ceacam5","C57BL","Early adult","IMPC_ACS_037_001","% pre-pulse inhibition - global","0.2085771"
"1860083","6u97zbd47r2hb7x","Cd320","C57BL","Early adult","IMPC_CBC_058_001","cholesterol ratio","0.6345018"
"1914296","6u9xchi319165t4","Tbc1d7","C57BL","E18.5","IMPC_LDT_008_001","percent time in light","0.7939836"
"1858752","6uf2ke66vn4f0t3","Rundc3a","C57BL","Early adult","IMPC_GEL_057_001","heart looping","0.4005391"
"2443008","6ui2rf6v35y9285","Trappc8","C57BL","E9.5","ESLIM_011_001_008","pp2 + pulse startle magnitude","0.5259999"
"1929865","6uj48f45przqhmx","Nampt","C57BL","E12.5","IMPC_CSD_028_001","snout size","0.6709838"
"1924136","6uj6g1boj4mv1fk","Fam81a","C57BL","Early adult","ESLIM_022_001_001","body weight","0.3726009"
"1930618","6ukw075qbc86407","Krit1","C57BL","E12.5","IMPC_OFD_013_001","periphery average speed","0.6055819"
"109242","6ul8pvhz5n680yt","Spin1","C57BL","Early adult","IMPC_CBC_013_001","alanine aminotransferase","0.4210626"
"2385891","6un79u12x8rmchh","Zc3h12a","C57BL","Early adult","IMPC_OFD_014_001","center distance travelled","0.6733795"
"3644478","6upg0633gg4p678","Defb47","C57BL","Early adult","IMPC_IPG_010_001","fasted blood glucose concentration","0.1218671"
"1298386","6upx8e118o20h23","Tpd52l1","C57BL","Early adult","ESLIM_011_001_008","pp2 + pulse startle magnitude","0.2996853"
"1927657","6ur57x41z19106h","Ms4a8a","C57BL","Early adult","ESLIM_011_001_009","pp3 + pulse startle magnitude","0.5050108"
"1922684","6uvwp54497e7tle","Cimip2c","C57BL","Early adult","IMPC_CSD_029_001","activity (body position)","0.5473303"
"1913743","6uw097m61z8j11w","Mrpl51","C57BL","Early adult","IMPC_GRS_009_001","forelimb and hindlimb grip strength measurement mean","0.8565034"
"3647046","6uxzk47346so88c","Tmem170b","C57BL","Early adult","ESLIM_022_001_001","body weight","0.4131537"
"1921740","6v02u7q55x91547","Mamstr","C57BL","Early adult","UCD_OWT_008_001","liver weight","0.4834019"
"1927665","6v11tfd48zu8s3k","Sirt3","C57BL","Early adult","IMPC_GEL_019_001","chorioallantoic fusion","0.4946987"
"1313312","6v14dzx0p12vesv","Khdrbs3","C57BL","Early adult","IMPC_EYE_012_001","pupil shape","0.6554567"
"2447762","6v2f3l5a2ie2nb9","Yeats2","C57BL","Late adult","IMPC_GPO_003_001","placenta vasculature","0.8668653"
"98386","6v3r35bx7t0nxax","Sptan1","C57BL","E15.5","IMPC_EYE_062_001","right total retinal thickness","0.3666665"
"109242","6v41599kx7i7fqh","Spin1","C57BL","E12.5","IMPC_CBC_006_001","total protein","0.3327281"
"109167","6v467410b36pdum","Fgf11","C57BL","Early adult","MGP_IMM_033_001","total nk cells - % of cd45+","0.06641421"
"2447762","6v4eo8j58q973q6","Yeats2","C57BL","E9.5","IMPC_ABR_002_001","click-evoked abr threshold","0.6173509"
"1915878","6v4hq8aj522bie7","Fbxw9","C57BL","Early adult","IMPC_HEM_004_001","hematocrit","0.2660161"
"2447762","6v62o0s2c486m8h","Yeats2","C57BL","E9.5","IMPC_GEL_018_001","visceral yolk sac morphology","0.5615109"
"1891214","6v644w5q65x32hl","Lhfpl1","C57BL","Early adult","IMPC_EYE_023_001","optic disc","0.5892771"
"94903","6v6h7fz544e9x79","Dlx3","C57BL","E9.5","IMPC_EYE_063_001","right inner nuclear layer","0.9266549"
"3700200","6v758p291l5z365","Ift70a2","C57BL","Early adult","ESLIM_011_001_008","pp2 + pulse startle magnitude","0.1044501"
"1917377","6v86fevmb63j703","Dpf3","C57BL","Early adult","IMPC_OFD_014_001","center distance travelled","0.4017964"
"2669033","6v93ty1aqtmy025","Tmc3","C57BL","Early adult","UCD_OWT_005_001","right kidney","0.2672789"
"1933169","6vc2521jvy6ae65","Sacm1l","C57BL","Early adult","IMPC_HEM_033_001","monocyte differential count","0.4413026"
"96136","6vl2388iyd6jev7","Hmgn2","C57BL","E12.5","IMPC_GEL_042_001","otic vesicle morphology","0.288225"
"1913335","6vn3181ym80km88","Eif3f","C57BL","Early adult","IMPC_XRY_033_001","tibia length","0.6657853"
"2447762","6vnm23zggueo2xj","Yeats2","C57BL","Middle aged adult","IMPC_GEP_018_002","facial cleft","0.2258121"
"109242","6vs6m8xdo19b30b","Spin1","C57BL","E12.5","IMPC_CSD_030_001","tremor","0.41953"
"1915513","6vt9e0vns13g781","Pdhb","C57BL","E12.5","IMPC_EYE_027_001","persistence of hyaloid vascular system","0.128998"
"108424","6vu7r54x6ma389t","Irag2","C57BL","Early adult","IMPC_OFD_014_001","center distance travelled","0.6082459"
"1860083","6vv6yht46t28hws","Cd320","C57BL","Early adult","JAXLA_CSD_039_001","limb grasp","0.1065606"
"1915513","6vyja376uzc1z1q","Pdhb","C57BL","E9.5","HRWLLA_CBC_010_001","phosphorus","0.1045801"
"1913335","6vyy027s5m25mku","Eif3f","C57BL","Early adult","IMPC_FEA_015_001","cue baseline % freezing time","0.5936612"
"1929865","6vzb7z7izxt7p58","Nampt","C57BL","E12.5","JAXLA_CSD_077_001","contact righting","0.1502321"
"99779","6w04yhhro5ioj4t","Chrna7","C57BL","Early adult","IMPC_GPO_002_001","placenta morphology","0.1298059"
"96136","6w0a7t49u3l2iz4","Hmgn2","C57BL","E12.5","IMPC_OFD_011_001","periphery resting time","0.3845644"
"107444","6w0u76jn5ai974n","Efna5","C57BL","Early adult","IMPC_CBC_014_001","alkaline phosphatase","0.6872697"
"2447762","6w10113nh6vl83h","Yeats2","C57BL","Late adult","IMPC_ACS_034_001","% pre-pulse inhibition - ppi2","0.422546"
"2444115","6w18y1rvr61uywl","Hecw1","C57BL","Middle aged adult","IMPC_EYE_059_001","mean right eye lens density","0.752591"
"1933169","6w1un52j607a55j","Sacm1l","C57BL","E9.5","UCD_OWT_008_001","liver weight","0.6173998"
"1927665","6w27106ebl2spwi","Sirt3","C57BL","Early adult","IMPC_ABR_006_001","12khz-evoked abr threshold","0.1815222"
"1927594","6w2xgiz94fk79m6","Itm2c","C57BL","Early adult","CCP_XRY_011_001","fusion of ribs","0.9403759"
"104709","6w3fn4i3vee9o9q","Wbp2","C57BL","Early adult","IMPC_CSD_010_001","coat - color pattern - abdomen","0.3513236"
"1933169","6w4q1t13o06s92v","Sacm1l","C57BL","Early adult","IMPC_OFD_010_001","periphery distance travelled","0.8502025"
"2138584","6w5860lyft33c67","Gigyf2","C57BL","Early adult","ESLIM_007_001_007","periphery resting time","0.5713531"
"1923607","6w7j0201j776b9y","Trmt5","C57BL","Early adult","JAXLA_CSD_007_001","coat - color - abdomen","0.12062"
"1917377","6w82339aep5ddd1","Dpf3","C57BL","Early adult","HRWLIP_CSD_032_001","locomotor activity","0.9305071"
"2384812","6w95w162v3mxx02","Lpcat1","C57BL","Early adult","ESLIM_011_001_703","prepulse inhibition - pp3","0.2527425"
"2138584","6w9603o8s56b145","Gigyf2","C57BL","Early adult","IMPC_ACS_006_001","response amplitude - s","0.3560517"
"99779","6w9mj1686247w49","Chrna7","C57BL","Early adult","JAX_OFD_007_001","whole arena resting time","0.5338029"
"99178","6watdm1cl0j9z70","Zfp30","C57BL","Early adult","CCP_IMM_028_002","effector cd4+ t helper cells - % of live leukocytes","0.811881"
"96136","6wd30q16si617zx","Hmgn2","C57BL","E15.5","IMPC_EYE_016_001","lens","0.4665977"
"1920845","6wd3u7p61e3m55t","Ttll13","C57BL","Early adult","CCP_XRY_001_001","skull shape","0.5731631"
"1923607","6we1bf9400tc56x","Trmt5","C57BL","Early adult","IMPC_DXA_003_001","lean mass","0.8869416"
"2448415","6wg2jkp4821gyxp","H2bc21","C57BL","Late adult","IMPC_EYE_059_001","mean right eye lens density","0.9163334"
"1929865","6whdr3ti9ocyldw","Nampt","C57BL","E12.5","IMPC_IPG_012_001","area under glucose response curve","0.1487212"
"1100848","6wo56959e398bz1","Kpna4","C57BL","Early adult","IMPC_DXA_007_001","bmc/body weight","0.9496916"
"94903","6wt0zhb1sfmhw8d","Dlx3","C57BL","Early adult","MGP_IMM_100_001","resting nk cells - % of cd45+","0.1071402"
"1313312","6wt5ft2721ecpz5","Khdrbs3","C57BL","Early adult","MGP_CSD_023_001","dorsal coat/hair appearance","0.3233111"
"1860075","6wtv13vu9zy9e05","Ppt2","C57BL","Early adult","IMPC_GEO_015_001","head shape","0.9447629"
"2444115","6wxq72drv8v11sl","Hecw1","C57BL","Middle aged adult","IMPC_HEM_001_001","white blood cell count","0.4047303"
"2447762","6wz28046fh12e2t","Yeats2","C57BL","Middle aged adult","IMPC_OFD_019_001","number of center entries","0.6998688"
"1313312","6x0fhi2oq8b46u4","","","","","",""
"1921740","6x0he973a3mb258","Mamstr","C57BL","Early adult","HRWLLA_CBC_010_001","phosphorus","0.8611919"
"109242","6x13fwi2929mo66","Spin1","C57BL","E12.5","IMPC_DXA_007_001","bmc/body weight","0.07542423"
"1929865","6x19pc03hav6il5","Nampt","C57BL","E12.5","IMPC_CBC_018_001","glucose","0.5310979"
"1915094","6x1jhos6k12s5c3","Rab32","C57BL","Early adult","IMPC_OFD_020_001","distance travelled - total","0.6413154"
"1313312","6x1t01718706aqu","Khdrbs3","C57BL","Early adult","IMPC_IPG_010_001","fasted blood glucose concentration","0.735957"
"2447762","6x1ybb44fjmen5u","Yeats2","C57BL","Early adult","IMPC_CSD_030_001","tremor","0.8654917"
"94903","6x27w7aa2sh7262","Dlx3","C57BL","Early adult","ESLIM_008_001_003","defecation","0.2308903"
"96391","6x32n1g4uqfq085","Ica1","C57BL","Early adult","UCD_OWT_029_001","body length","0.9368197"
"1330861","6x3e3q9377k67y9","Dclk1","C57BL","Early adult","IMPC_EYE_007_001","cornea","0.4392565"
"1915513","6x3n6ujx75cmup4","Pdhb","C57BL","E12.5","IMPC_GEL_060_001","neural tube morphology","0.4571253"
"96743","6x3x61n431d8ptc","Lamb1","C57BL","Early adult","MGP_CSD_023_001","dorsal coat/hair appearance","0.3017683"
"1927665","6x40ozu8qho0253","Sirt3","C57BL","Early adult","UCD_OWT_004_001","left kidney","0.7800311"
"1100867","6x47m0bcq1t4b2g","Asic2","C57BL","Early adult","JAXLA_CSD_008_001","coat - color pattern - back","0.6338514"
"3644478","6x47y9kf0p5464k","Defb47","C57BL","Early adult","IMPC_ABR_002_001","click-evoked abr threshold","0.2636544"
"104709","6x522i1y39sp8r0","Wbp2","C57BL","Early adult","MGP_IMM_100_001","resting nk cells - % of cd45+","0.8950817"
"1345633","6x58ebo511ukrfc","Mars1","C57BL","E9.5","IMPC_CSD_029_001","activity (body position)","0.6994703"
"2137913","6x6wm948j438kam","Loxl2","C57BL","Early adult","UCD_OWT_029_001","body length","0.3455498"
"99510","6x71639ks2u1s04","Tmsb4x","C57BL","Early adult","MGP_IMM_033_001","total nk cells - % of cd45+","0.9453909"
"3644478","6x7327z24g7rrof","Defb47","C57BL","Early adult","IMPC_CBC_014_001","alkaline phosphatase","0.8234915"
"99510","6x827xkm35v9jg8","Tmsb4x","C57BL","Early adult","IMPC_DXA_008_001","lean/body weight","0.6214864"
"2444115","6x84u98h884117p","Hecw1","C57BL","Middle aged adult","IMPC_OFD_012_001","periphery permanence time","0.8862432"
"1921116","6x86wdeqyg0f11m","Pabir3","C57BL","Early adult","UCD_OWT_002_001","heart weight","0.7679218"
"1917678","6x9774v565i144b","Polr3b","C57BL","Early adult","IMPC_CBC_013_001","alanine aminotransferase","0.8672345"
"1921116","6x98548uh3kqye2","Pabir3","C57BL","Early adult","IMPC_HEM_030_001","neutrophil cell count","0.9487115"
"1860083","6x9k1i0ixkf9460","Cd320","C57BL","Early adult","HRWLIP_CSD_077_001","contact righting","0.56659"
"2384812","6xa62g85zi82x02","Lpcat1","C57BL","Early adult","IMPC_CSD_080_001","head bobbing","0.9776667"
"1858752","6xd36zc2wemg089","Rundc3a","C57BL","Early adult","IMPC_EYE_024_001","retinal blood vessels","0.7623229"
"2158468","6xh4x21yir5g2u7","Ms4a3","C57BL","Early adult","IMPC_CBC_015_001","total cholesterol","0.6231343"
"1933169","6xjutq6941qiu24","Sacm1l","C57BL","E9.5","JAX_LDT_003_001","time mobile light side","0.5354594"
"2447762","6xmb4zqjt10b77w","Yeats2","C57BL","Early adult","ESLIM_005_001_004","bone mineral density (excluding skull)","0.425874"
"1924285","6xp0489sg5f78o0","Kdm8","C57BL","Early adult","IMPC_GEL_029_001","midbrain","0.8068604"
"1933169","6xpyg2i6d2wk377","Sacm1l","C57BL","Early adult","ESLIM_011_001_703","prepulse inhibition - pp3","0.2105834"
"2442192","6xrewo0i999yj49","Eea1","C57BL","Early adult","HRWLIP_CSD_077_001","contact righting","0.9149724"
"1917377","6xt6bk6twk556r0","Dpf3","C57BL","Early adult","IMPC_ABR_002_001","click-evoked abr threshold","0.6698576"
