"parameter_id","impc_parameter_orig_id","name","description"
"IMPC_EMO_021_001","52290"," adrenal gland","adrenal gland"
"IMPC_EMO_022_001","52291"," aorta","aorta"
"IMPC_EMO_023_001","52292"," arch of aorta","arch of aorta"
"IMPC_EMO_024_001","52293"," heart atrium","heart atrium"
"IMPC_EMO_025_001","52294"," basioccipital bone","basioccipital bone"
"IMPC_EMO_026_001","52295"," bladder","bladder"
"IMPC_EMO_027_001","52296"," bronchus","bronchus"
"IMPC_EMO_028_001","52297"," brown fat","brown fat"
"IMPC_EMO_029_001","52298"," dorsal root ganglia","dorsal root ganglia"
"IMPC_EMO_030_001","52299"," carotid artery","carotid artery"
"IMPC_EMO_031_001","52300"," cerbral aqueduct","cerbral aqueduct"
"IMPC_EMO_032_001","52301"," cerebellum","cerebellum"
"IMPC_EMO_033_001","52302"," 4th ventricle choroid plexus","4th ventricle choroid plexus"
"IMPC_EMO_034_001","52303"," lateral ventricle choroid plexus","lateral ventricle choroid plexus"
"IMPC_EMO_035_001","52304"," clavicle","clavicle"
"IMPC_EMO_036_001","52305"," cochlea","cochlea"
"IMPC_EMO_037_001","52306"," cerebral cortex","cerebral cortex"
"IMPC_EMO_038_001","52307"," ductus arteriosus","ductus arteriosus"
"IMPC_EMO_039_001","52308"," diaphragm","diaphragm"
"IMPC_EMO_040_001","52309"," diencephalon","diencephalon"
"IMPC_EMO_041_001","52310"," limb digit","limb digit"
"IMPC_EMO_042_001","52311"," dorsal aorta","dorsal aorta"
"IMPC_EMO_043_001","52312"," duodenum","duodenum"
"IMPC_EMO_044_001","52313"," ejaculatory duct","ejaculatory duct"
"IMPC_EMO_045_001","52314"," spinal cord cervical region","spinal cord cervical region"
"IMPC_EMO_046_001","52315"," epiglottis","epiglottis"
"IMPC_EMO_047_001","52316"," esophagus","esophagus"
"IMPC_EMO_048_001","52317"," pharyngo-tympanic tube","pharyngo tympanic tube"
"IMPC_EMO_049_001","52318"," exoccipital bone","exoccipital bone"
"IMPC_EMO_050_001","52319"," eyelid","eyelid"
"IMPC_EMO_051_001","52320"," femur","femur"
"IMPC_EMO_052_001","52321"," fibula","fibula"
"IMPC_EMO_053_001","52322"," t1 rib","t1 rib"
"IMPC_EMO_054_001","52323"," soft palate","soft palate"
"IMPC_EMO_055_001","52324"," palate","palate"
"IMPC_EMO_056_001","52325"," gallbladder","gallbladder"
"IMPC_EMO_057_001","52326"," gluteus maximus ","gluteus maximus"
"IMPC_EMO_058_001","52327"," hepatic duct","hepatic duct"
"IMPC_EMO_059_001","52328"," midgut","midgut"
"IMPC_EMO_060_001","52329"," herniated abdominal wall","herniated abdominal wall"
"IMPC_EMO_061_001","52330"," hindbrain","hindbrain"
"IMPC_EMO_062_001","52331"," hindgut","hindgut"
"IMPC_EMO_063_001","52332"," hip","hip"
"IMPC_EMO_064_001","52333"," hippocampus","hippocampus"
"IMPC_EMO_065_001","52334"," humerus","humerus"
"IMPC_EMO_066_001","52335"," hyaloid cavity","hyaloid cavity"
"IMPC_EMO_067_001","52336"," hyoid bone","hyoid bone"
"IMPC_EMO_068_001","52337"," hypothalamus","hypothalamus"
"IMPC_EMO_069_001","52338"," inferior vena cava ","inferior vena cava"
"IMPC_EMO_070_001","52339"," pituitary gland","pituitary gland"
"IMPC_EMO_071_001","52340"," pigmented retinal epiithelium","pigmented retinal epiithelium"
"IMPC_EMO_072_001","52341"," innominate artery","innominate artery"
"IMPC_EMO_073_001","52342"," interventricular septum","interventricular septum"
"IMPC_EMO_074_001","52343"," intraretinal space","intraretinal space"
"IMPC_EMO_075_001","52344"," vomeronasal organ","vomeronasal organ"
"IMPC_EMO_076_001","52345"," jejunum","jejunum"
"IMPC_EMO_077_001","52346"," jugular lymph sac","jugular lymph sac"
"IMPC_EMO_078_001","52347"," kidney","kidney"
"IMPC_EMO_079_001","52348"," kidney pelvis","kidney pelvix"
"IMPC_EMO_080_001","52349"," renal cortex","renal cortex"
"IMPC_EMO_081_001","52350"," renal medulla","renal medulla"
"IMPC_EMO_082_001","52351"," larynx","larynx"
"IMPC_EMO_083_001","52352"," lateral ventricle","lateral ventricle"
"IMPC_EMO_084_001","52353"," lens","lens"
"IMPC_EMO_085_001","52354"," limb muscle","limb muscle"
"IMPC_EMO_086_001","52355"," liver","liver"
"IMPC_EMO_087_001","52356"," liver lobe","liver lobe"
"IMPC_EMO_088_001","52357"," liver caudate lobe","liver caudate lobe"
"IMPC_EMO_089_001","52358"," ductus venosus","ductus venosus"
"IMPC_EMO_090_001","52359"," liver left lobe","liver left lobe"
"IMPC_EMO_091_001","52360"," liver right lobe","liver right lobe"
"IMPC_EMO_092_001","52361"," lower jaw molar","lower jaw molar"
"IMPC_EMO_093_001","52362"," right lung cranial lobe","right lung cranial lobe"
"IMPC_EMO_094_001","52363"," right lung accessory lobe","right lung accessory lobe"
"IMPC_EMO_095_001","52364"," right lung caudal lobe","right lung caudal lobe"
"IMPC_EMO_096_001","52365"," left lung","left lung"
"IMPC_EMO_097_001","52366"," right lung middle lobe","right lung middle lobe"
"IMPC_EMO_098_001","52367"," mandible","mandible"
"IMPC_EMO_099_001","52368"," masseter","masseter"
"IMPC_EMO_100_001","52369"," meckel's cartilage","meckel s cartilage"
"IMPC_EMO_101_001","52370"," medulla oblongata","medulla oblongata"
"IMPC_EMO_102_001","52371"," midbrain","midbrain"
"IMPC_EMO_103_001","52372"," midbrain roof plate","midbrain roof plate"
"IMPC_EMO_104_001","52373"," mitral valve","mitral valve"
"IMPC_EMO_105_001","52374"," nasal capsule","nasal capsule"
"IMPC_EMO_106_001","52375"," nasal cavity","nasal cavity"
"IMPC_EMO_107_001","52376"," nasal septum","nasal septum"
"IMPC_EMO_108_001","52377"," nasopharynx","nasopharynx"
"IMPC_EMO_109_001","52378"," neural retina","neural retina"
"IMPC_EMO_110_001","52379"," olfactory epithelium","olfactory epithelium"
"IMPC_EMO_111_001","52380"," olfactory lobe","olfactory lobe"
"IMPC_EMO_112_001","52381"," optic nerve","optic nerve"
"IMPC_EMO_113_001","52382"," oropharynx","oropharynx"
"IMPC_EMO_114_001","52383"," oral cavity","oral cavity"
"IMPC_EMO_115_001","52384"," ovary","ovary"
"IMPC_EMO_116_001","52385"," palatal shelf","palatal shelf"
"IMPC_EMO_117_001","52386"," pancreas","pancreas"
"IMPC_EMO_118_001","52387"," parathyroid gland","parathyroid gland"
"IMPC_EMO_119_001","52388"," penis","penis"
"IMPC_EMO_120_001","52389"," pericardial cavity","pericardial cavity"
"IMPC_EMO_121_001","52390"," pericardium","pericardium"
"IMPC_EMO_122_001","52391"," peritoneal cavity","peritoneal cavity"
"IMPC_EMO_123_001","52392"," pineal primordium","pineal primordium"
"IMPC_EMO_124_001","52393"," pinna","pinna"
"IMPC_EMO_125_001","52394"," pons","pons"
"IMPC_EMO_126_001","52395"," portal vein","portal vein"
"IMPC_EMO_127_001","52396"," primary palate","primary palate"
"IMPC_EMO_128_001","52397"," pulmonary artery","pulmonary artery"
"IMPC_EMO_129_001","52398"," quadriceps muscle ","quadriceps muscle"
"IMPC_EMO_130_001","52399"," radius","radius"
"IMPC_EMO_131_001","52400"," rathke's pouch","rathke s pouch"
"IMPC_EMO_132_001","52401"," rectum","rectum"
"IMPC_EMO_133_001","52402"," rib","rib"
"IMPC_EMO_134_001","52403"," s1 vertebral cartilage condensation","s1 vertebral cartilage condensation"
"IMPC_EMO_135_001","52404"," scapula","scapula"
"IMPC_EMO_136_001","52405"," semicircular canal","semicircular canal"
"IMPC_EMO_137_001","52406"," small intestine","small intestine"
"IMPC_EMO_138_001","52407"," sphenoid bone","sphenoid bone"
"IMPC_EMO_139_001","52408"," spinal cord","spinal cord"
"IMPC_EMO_140_001","52409"," spinal cord central canal","spinal cord central canal"
"IMPC_EMO_141_001","52410"," spleen primordium","spleen primordium"
"IMPC_EMO_142_001","52411"," sternum","sternum"
"IMPC_EMO_143_001","52412"," stomach","stomach"
"IMPC_EMO_144_001","52413"," stomach lumen","stomach lumen"
"IMPC_EMO_145_001","52414"," stomach wall","stomach wall"
"IMPC_EMO_146_001","52415"," stomach fundus","stomach fundus"
"IMPC_EMO_147_001","52416"," stomach pyloric region","stomach pyloric region"
"IMPC_EMO_148_001","52417"," subclavian artery","subclavian artery"
"IMPC_EMO_149_001","52418"," submandibular gland","submandibular gland"
"IMPC_EMO_150_001","52419"," tail","tail"
"IMPC_EMO_151_001","52420"," nucleus pulposus","nucleus pulposus"
"IMPC_EMO_152_001","52421"," temporal bone","temporal bone"
"IMPC_EMO_153_001","52422"," testis","testis"
"IMPC_EMO_154_001","52423"," thalamus","thalamus"
"IMPC_EMO_155_001","52424"," descending aorta","descending thoracic aorta"
"IMPC_EMO_156_001","52425"," thymus","thymus"
"IMPC_EMO_157_001","52426"," thyroid gland","thyroid gland"
"IMPC_EMO_158_001","52427"," tibia","tibia"
"IMPC_EMO_159_001","52428"," tongue","tongue"
"IMPC_EMO_160_001","52429"," trachea","trachea"
"IMPC_EMO_161_001","52430"," tricuspid valve","tricuspid valve"
"IMPC_EMO_162_001","52431"," trigeminal v ganglion","trigeminal v ganglion"
"IMPC_EMO_163_001","52432"," ulna","ulna"
"IMPC_EMO_164_001","52433"," upper jaw incisor","upper jaw incisor"
"IMPC_EMO_165_001","52434"," upper jaw molar","upper jaw molar"
"IMPC_EMO_166_001","52435"," urethra","urethra"
"IMPC_EMO_167_001","52436"," vagal trunk","vagal trunk"
"IMPC_EMO_168_001","52437"," vena cava","vena cava"
"IMPC_EMO_169_001","52438"," heart ventricle","heart ventricle"
"IMPC_EMO_170_001","52439"," vertebra","vertebra"
"IMPC_EMO_171_001","52440"," vibrissa","vibrissa"
"IMPC_EMO_172_001","52441"," oedema","oedema"
"IMPC_EMO_173_001","52442"," physiological umbilical hernia morphology","physiological umbilical hernia morphology"
"IMPC_EMO_174_001","52443"," cervical flexure morphology","cervical flexure morphology"
"IMPC_EMO_175_001","52444"," size","size"
"IMPC_EMO_176_001","52445"," spine curvature","spine curvature"
"IMPC_EMO_177_001","52446"," craniofacial morphology","craniofacial morphology"
"IMPC_EMO_178_001","52447"," annotator id","annotator id"
"IMPC_EMO_179_001","52448"," date of annotation","date of annotation"
"IMPC_CBC_001_001","21452"," sodium","sodium"
"IMPC_CBC_002_001","21453"," potassium","potassium"
"IMPC_CBC_003_001","21454"," chloride","chloride"
"IMPC_CBC_004_001","21455"," urea (blood urea nitrogen - bun)","urea"
"IMPC_CBC_005_001","21456"," creatinine","creatinine enzymatic method preferred "
"IMPC_CBC_006_001","21457"," total protein","total protein"
"IMPC_CBC_007_001","21458"," albumin","albumin"
"IMPC_CBC_008_001","21459"," total bilirubin","total bilirubin"
"IMPC_CBC_009_001","21460"," calcium","calcium"
"IMPC_CBC_010_001","21461"," phosphorus","phosphate"
"IMPC_CBC_011_001","21462"," iron","iron"
"IMPC_CBC_012_001","21463"," aspartate aminotransferase","aspartate aminotransferase"
"IMPC_CBC_013_001","21464"," alanine aminotransferase","alanine aminotransferase"
"IMPC_CBC_014_001","21465"," alkaline phosphatase","alkaline phosphatase"
"IMPC_CBC_015_001","21466"," total cholesterol","total cholesterol"
"IMPC_CBC_016_001","21467"," hdl-cholesterol","hdl cholesterol"
"IMPC_CBC_017_001","21468"," triglycerides","triglycerides"
"IMPC_CBC_018_001","21469"," glucose","glucose"
"IMPC_CBC_019_001","21470"," lih (hemolysis severity - available on au analysers)","lih hemolysis severity available on au analysers "
"IMPC_CBC_020_001","21471"," fructosamine","fructosamine"
"IMPC_CBC_021_001","21472"," lipase","lipase"
"IMPC_CBC_022_001","21473"," lactate dehydrogenase","lactate dehydrogenase"
"IMPC_CBC_023_001","21474"," alpha-amylase","alpha amylase"
"IMPC_CBC_024_001","21475"," uibc (unsaturated iron binding capacity)","uibc unsaturated iron binding capacity "
"IMPC_CBC_025_001","21476"," ldl-cholesterol","ldl cholesterol"
"IMPC_CBC_026_001","21477"," free fatty acids","free fatty acids"
"IMPC_CBC_027_001","21478"," glycerol","glycerol"
"IMPC_CBC_028_001","21479"," creatine kinase","creatine kinase"
"IMPC_CBC_029_001","21480"," uric acid","uric acid"
"IMPC_CBC_030_001","21481"," ferritin","ferritin"
"IMPC_CBC_031_001","21482"," transferrin","transferrin"
"IMPC_CBC_032_001","21483"," c-reactive protein","c reactive protein"
"IMPC_CBC_033_001","21484"," equipment id","equipment name"
"IMPC_CBC_034_001","21485"," equipment manufacturer","equipment manufacturer"
"IMPC_CBC_035_001","21486"," equipment model","equipment model"
"IMPC_CBC_036_001","21487"," anesthesia used for blood collection","anesthesia used for blood collection"
"IMPC_CBC_037_001","21488"," method of blood collection","method of blood collection"
"IMPC_CBC_038_001","21489"," anticoagulant","anticoagulant"
"IMPC_CBC_042_001","21490"," samples kept on ice between collection and analysis","samples kept on ice between collection and analysis"
"IMPC_CBC_043_001","21491"," sample status","sample status"
"IMPC_CBC_044_001","21492"," sample dilution","plasma dilution"
"IMPC_CBC_045_001","21493"," id of blood collection sop","id of blood collection sop"
"IMPC_CBC_046_001","21494"," date and time of blood collection","date and time of blood collection"
"IMPC_CBC_047_001","21495"," date of measurement","date of measurement"
"IMPC_CBC_048_001","21496"," hemolysis status","hemolysis status"
"IMPC_CBC_049_001","21497"," blood collection experimenter id",""
"IMPC_CBC_050_001","21498"," date equipment last calibrated",""
"IMPC_CBC_039_001","21499"," blood collection tubes",""
"IMPC_CBC_040_001","21500"," date and time of sacrifice",""
"IMPC_CBC_041_001","21501"," storage temperature from blood collection till measurement",""
"IMPC_CBC_051_001","21502"," blood analysis experimenter id",""
"IMPC_CBC_052_001","21503"," glycosilated hemoglobin a1c (hba1c)",""
"IMPC_CBC_053_001","21504"," thyroxine",""
"IMPC_CBC_054_001","21505"," magnesium",""
"IMPC_CBC_060_001","21506"," reagent manufacturer",""
"IMPC_CSD_001_001","31881"," tail - presence","tail presence"
"IMPC_CSD_002_001","31882"," tail - length","tail length"
"IMPC_CSD_003_001","31883"," tail - thickness","tail thickness"
"IMPC_CSD_004_001","31884"," tail - morphology","tail morphology"
"IMPC_CSD_005_001","31885"," coat - color - back","coat color back"
"IMPC_CSD_006_001","31886"," coat - color - head","coat color head"
"IMPC_CSD_007_001","31887"," coat - color - abdomen","coat color abdomen"
"IMPC_CSD_008_001","31888"," coat - color pattern - back","coat color pattern back"
"IMPC_CSD_009_001","31889"," coat - color pattern - head","coat color pattern head"
"IMPC_CSD_010_001","31890"," coat - color pattern - abdomen","coat color pattern abdomen"
"IMPC_CSD_011_001","31891"," coat - hair distribution - back","coat hair distribution back"
"IMPC_CSD_012_001","31892"," coat - hair distribution - head","coat hair distribution head"
"IMPC_CSD_013_001","31893"," coat - hair distribution - abdomen","coat hair distribution abdomen"
"IMPC_CSD_014_001","31894"," coat - hair texture / appearance - back","coat hair texture appearance back"
"IMPC_CSD_015_001","31895"," coat - hair texture / appearance - head","coat hair texture appearance head"
"IMPC_CSD_016_001","31896"," coat - hair texture / appearance - abdomen","coat hair texture appearance abdomen"
"IMPC_CSD_017_001","31897"," forelimbs - position","forelimbs position"
"IMPC_CSD_018_001","31898"," forelimbs - shape","forelimbs shape"
"IMPC_CSD_019_001","31899"," forelimbs - size","forelimbs size"
"IMPC_CSD_020_001","31900"," hindlimbs - position","hindlimbs position"
"IMPC_CSD_021_001","31901"," hindlimbs - shape","hindlimbs shape"
"IMPC_CSD_022_001","31902"," hindlimbs - size","hindlimbs size"
"IMPC_CSD_023_001","31903"," vibrissae - presence","vibrissae presence"
"IMPC_CSD_024_001","31904"," vibrissae - appearance","vibrissae appearance"
"IMPC_CSD_025_001","31905"," head size","head size"
"IMPC_CSD_026_001","31906"," head morphology","head morphology"
"IMPC_CSD_027_001","31907"," ears","ears"
"IMPC_CSD_028_001","31908"," snout size","snout size"
"IMPC_CSD_029_001","31909"," activity (body position)","activity body position "
"IMPC_CSD_030_001","31910"," tremor","tremor"
"IMPC_CSD_031_001","31911"," transfer arousal","transfer arousal"
"IMPC_CSD_032_001","31912"," locomotor activity","locomotor activity"
